ds,yhat,yhat_lower,yhat_upper,GPU
2026-12-01,-37.94125168674174,-99.07501805710719,23.523582104543973,Radeon R9 380
2027-01-01,-32.04595708060948,-91.89172760666935,27.366468235829398,Radeon R9 380
2027-02-01,-50.492029404547424,-111.31108690264881,8.444969790137431,Radeon R9 380
2027-03-01,-56.73849419773189,-121.55468915369448,8.890084507793759,Radeon R9 380
2027-04-01,21.474795079305082,-35.30033740620175,81.51832909702743,Radeon R9 380
2027-05-01,-45.24107544139832,-109.24418779305802,20.360639989412952,Radeon R9 380
2027-06-01,-78.54327284218647,-138.79362165660413,-16.12430606183984,Radeon R9 380
2027-07-01,1.1737845014573267,-61.836041201587406,67.44613296434554,Radeon R9 380
2027-08-01,-91.59422057523149,-153.2650561722866,-30.215879650909642,Radeon R9 380
2027-09-01,-12.880917392136858,-74.6560249086854,49.00156503670707,Radeon R9 380
2027-10-01,-92.94898881392217,-154.43108307115588,-30.667237464838216,Radeon R9 380
2027-11-01,-111.3950611378862,-173.2277032350783,-54.82251302959662,Radeon R9 380
2027-12-01,-33.18192796982389,-94.50232294021339,28.709438140899685,Radeon R9 380
2028-01-01,-99.89764238153802,-164.20084712724116,-33.9074682797462,Radeon R9 380
2028-02-01,-133.1998397824196,-198.4172585045579,-73.70249749884303,Radeon R9 380
2028-03-01,-53.4829385478388,-113.47217306383145,13.173134166038489,Radeon R9 380
2028-04-01,-120.19865295934588,-182.22357530793414,-56.94060595657633,Radeon R9 380
2028-05-01,-151.99708229339842,-215.88034357251212,-91.61624542064474,Radeon R9 380
2028-06-01,-73.78379301683648,-138.28045526542826,-8.799233097176735,Radeon R9 380
2028-07-01,-140.49966353704943,-199.4180141799968,-79.59493112976736,Radeon R9 380
2028-08-01,-173.80186093804045,-236.77592722158272,-110.84619156493963,Radeon R9 380
2028-09-01,-167.90656633178236,-223.75725710579678,-105.33694586352257,Radeon R9 380
2028-10-01,-186.8528086709976,-252.52469889633565,-123.16051940758872,Radeon R9 380
2028-11-01,-108.13950548790709,-168.2541178724856,-44.07401114050296,Radeon R9 380
2028-12-01,-188.20757690961378,-248.54402218057473,-129.33002097039957,Radeon R9 380
2029-01-01,-206.65364923354448,-270.53609126798347,-148.8065944083135,Radeon R9 380
2023-01-04,280.2753023806426,247.2817221838736,312.27154837855795,Radeon RX 460
2023-01-05,280.2754472559966,248.01819164170504,313.7055472576046,Radeon RX 460
2023-01-06,243.25290433666024,211.89460333424725,274.6093725317927,Radeon RX 460
2023-01-07,239.24177640471038,208.57578113351448,271.05630932540356,Radeon RX 460
2023-01-08,236.24020780664642,202.67718743762194,266.93448940962804,Radeon RX 460
2023-01-09,237.24052706142376,204.69115067087145,268.8567212306586,Radeon RX 460
2023-01-10,236.2403733635849,201.81548275512262,268.6498234446601,Radeon RX 460
2024-01-03,241.69412870939465,210.6348140999043,273.60645712777983,Radeon RX 460
2024-01-04,241.69427358600967,210.0635398625195,274.28507465673175,Radeon RX 460
2024-01-05,204.67173066779358,172.5564883579425,239.02940430103254,Radeon RX 460
2024-01-06,200.6606027369724,170.2446652180792,231.64320166731005,Radeon RX 460
2024-01-07,197.65903413987309,167.88866529760477,225.69930634402067,Radeon RX 460
2024-01-08,198.65935339523278,166.67711143100695,229.46419666576784,Radeon RX 460
2024-01-09,197.65919969799776,166.28497651630173,230.85890290535994,Radeon RX 460
2024-01-10,240.95218306369114,208.09637042655757,270.90672381018936,Radeon RX 460
2024-01-11,240.9523279405784,207.87714671739917,275.78758028607496,Radeon RX 460
2024-01-12,203.92978502276353,170.06101739194858,233.3938073396808,Radeon RX 460
2024-02-01,238.72649100618068,206.34405236193786,270.6874548075665,Radeon RX 460
2024-03-01,198.73616550888477,165.9587007725749,230.1037754474031,Radeon RX 460
2024-04-01,189.75600565718202,155.9302441051659,221.77340111330227,Radeon RX 460
2024-05-01,229.08105274629742,197.39811247676406,259.4444011503217,Radeon RX 460
2024-06-01,185.07974419522125,152.3948342624739,216.76019242691277,Radeon RX 460
2024-07-01,180.11071227428508,148.05334384253925,213.84888245667736,Radeon RX 460
2024-08-01,219.43590424029642,186.68243720202148,251.27286569187532,Radeon RX 460
2024-09-01,172.43288221520956,139.09407785424028,203.9644395991734,Radeon RX 460
2024-10-01,169.46526519425976,138.1130158760634,200.22682858245352,Radeon RX 460
2024-11-01,172.76806793954088,140.53129883803567,205.91557711107464,Radeon RX 460
2024-12-01,162.78758883232436,133.5243807987252,193.5286445727949,Radeon RX 460
2025-01-01,203.1129551770397,170.2328251992919,233.4350801146505,Radeon RX 460
2025-02-01,159.11164662592617,126.2814421887641,190.52633719992645,Radeon RX 460
2025-03-01,156.1438640465699,125.3231414625219,189.20405027277653,Radeon RX 460
2025-04-01,150.17467842845696,119.78691348239913,180.20885090912043,Radeon RX 460
2025-05-01,190.50002409163264,156.24515357205553,223.86310578572107,Radeon RX 460
2025-06-01,143.49700206655962,110.36805948832534,174.33626070694493,Radeon RX 460
2025-07-01,140.52938504549508,109.30475197242282,174.16486488894787,Radeon RX 460
2025-08-01,143.8321877908848,113.85434341776046,175.69735264962824,Radeon RX 460
2025-09-01,134.85202793920553,104.36861114313032,168.36574432436086,Radeon RX 460
2025-10-01,174.1770750282826,141.18132259102993,203.5663710436247,Radeon RX 460
2025-11-01,130.17576647727682,97.81366557011867,162.1166878151103,Radeon RX 460
2025-12-01,125.20673455634682,91.63625663770158,155.7745482600698,Radeon RX 460
2026-01-01,164.53192652239596,132.1348387527814,196.6693072347525,Radeon RX 460
2026-02-01,117.52890449725612,87.84647101674068,150.41606426983446,Radeon RX 460
2026-03-01,114.5611219179065,81.08699550543434,146.04900356466513,Radeon RX 460
2026-04-01,154.8864882626055,123.61914476054284,187.83010884767884,Radeon RX 460
