Date,Name,Retail Price
1/5/2024,Radeon RX 550,75
1/6/2023,Radeon RX 550,90
1/6/2024,Radeon RX 550,75
1/7/2023,Radeon RX 550,89
1/7/2024,Radeon RX 550,75
1/8/2023,Radeon RX 550,87
1/8/2024,Radeon RX 550,75
1/9/2023,Radeon RX 550,83
1/9/2024,Radeon RX 550,75
1/10/2023,Radeon RX 550,81
1/10/2024,Radeon RX 550,75
1/11/2023,Radeon RX 550,0
1/11/2024,Radeon RX 550,75
1/12/2023,Radeon RX 550,0
1/12/2024,Radeon RX 550,75
1/1/2024,Radeon RX 560,0
1/2/2024,Radeon RX 560,0
1/3/2023,Radeon RX 560,170
1/3/2024,Radeon RX 560,216
1/4/2023,Radeon RX 560,152
1/4/2024,Radeon RX 560,216
1/5/2023,Radeon RX 560,144
1/5/2024,Radeon RX 560,216
1/6/2023,Radeon RX 560,112
1/6/2024,Radeon RX 560,216
1/7/2023,Radeon RX 560,113
1/7/2024,Radeon RX 560,216
1/8/2023,Radeon RX 560,115
1/8/2024,Radeon RX 560,216
1/9/2023,Radeon RX 560,121
1/9/2024,Radeon RX 560,216
1/10/2023,Radeon RX 560,157
1/10/2024,Radeon RX 560,216
1/11/2023,Radeon RX 560,0
1/11/2024,Radeon RX 560,216
1/12/2023,Radeon RX 560,0
1/12/2024,Radeon RX 560,216
1/1/2023,Radeon RX 580,119
1/1/2024,Radeon RX 580,129
1/2/2023,Radeon RX 580,121
1/2/2024,Radeon RX 580,132
1/3/2023,Radeon RX 580,109
1/3/2024,Radeon RX 580,139
1/4/2023,Radeon RX 580,99
1/4/2024,Radeon RX 580,130
1/5/2023,Radeon RX 580,95
1/5/2024,Radeon RX 580,131
1/6/2023,Radeon RX 580,92
1/6/2024,Radeon RX 580,129
1/7/2023,Radeon RX 580,93
1/7/2024,Radeon RX 580,129
1/8/2023,Radeon RX 580,90
1/8/2024,Radeon RX 580,136
1/9/2023,Radeon RX 580,89
1/9/2024,Radeon RX 580,131
1/10/2023,Radeon RX 580,126
1/10/2024,Radeon RX 580,129
1/11/2022,Radeon RX 580,159
1/11/2023,Radeon RX 580,125
1/11/2024,Radeon RX 580,127
1/12/2022,Radeon RX 580,134
1/12/2023,Radeon RX 580,0
1/12/2024,Radeon RX 580,134
1/1/2023,Radeon RX 6400,140
1/1/2024,Radeon RX 6400,159
1/2/2023,Radeon RX 6400,146
1/2/2024,Radeon RX 6400,157
1/3/2023,Radeon RX 6400,145
1/3/2024,Radeon RX 6400,156
1/4/2023,Radeon RX 6400,147
1/4/2024,Radeon RX 6400,151
1/5/2023,Radeon RX 6400,136
1/5/2024,Radeon RX 6400,153
1/6/2023,Radeon RX 6400,136
1/6/2024,Radeon RX 6400,152
1/7/2023,Radeon RX 6400,141
1/7/2024,Radeon RX 6400,154
1/8/2023,Radeon RX 6400,135
1/8/2024,Radeon RX 6400,156
1/9/2023,Radeon RX 6400,135
1/9/2024,Radeon RX 6400,146
1/10/2023,Radeon RX 6400,138
1/10/2024,Radeon RX 6400,139
1/11/2022,Radeon RX 6400,149
1/11/2023,Radeon RX 6400,159
1/11/2024,Radeon RX 6400,139
1/12/2022,Radeon RX 6400,142
1/12/2023,Radeon RX 6400,154
1/12/2024,Radeon RX 6400,144
1/1/2023,Radeon RX 6500 XT,173
1/1/2024,Radeon RX 6500 XT,142
1/2/2023,Radeon RX 6500 XT,172
1/2/2024,Radeon RX 6500 XT,145
1/3/2023,Radeon RX 6500 XT,169
1/3/2024,Radeon RX 6500 XT,139
1/4/2023,Radeon RX 6500 XT,164
1/4/2024,Radeon RX 6500 XT,161
1/5/2023,Radeon RX 6500 XT,156
1/5/2024,Radeon RX 6500 XT,177
1/6/2023,Radeon RX 6500 XT,150
1/6/2024,Radeon RX 6500 XT,173
1/7/2023,Radeon RX 6500 XT,177
1/7/2024,Radeon RX 6500 XT,197
1/8/2023,Radeon RX 6500 XT,185
1/8/2024,Radeon RX 6500 XT,183
1/9/2023,Radeon RX 6500 XT,163
1/9/2024,Radeon RX 6500 XT,197
1/10/2023,Radeon RX 6500 XT,174
1/10/2024,Radeon RX 6500 XT,175
1/11/2022,Radeon RX 6500 XT,174
1/11/2023,Radeon RX 6500 XT,169
1/11/2024,Radeon RX 6500 XT,168
1/12/2022,Radeon RX 6500 XT,164
1/12/2023,Radeon RX 6500 XT,169
1/12/2024,Radeon RX 6500 XT,163
1/1/2023,Radeon RX 6600,278
1/1/2024,Radeon RX 6600,204
1/2/2023,Radeon RX 6600,269
1/2/2024,Radeon RX 6600,193
1/3/2023,Radeon RX 6600,262
1/3/2024,Radeon RX 6600,195
1/4/2023,Radeon RX 6600,252
1/4/2024,Radeon RX 6600,199
1/5/2023,Radeon RX 6600,215
1/5/2024,Radeon RX 6600,199
1/6/2023,Radeon RX 6600,202
1/6/2024,Radeon RX 6600,197
1/7/2023,Radeon RX 6600,222
1/7/2024,Radeon RX 6600,201
1/8/2023,Radeon RX 6600,236
1/8/2024,Radeon RX 6600,200
1/9/2023,Radeon RX 6600,209
1/9/2024,Radeon RX 6600,199
1/10/2023,Radeon RX 6600,211
1/10/2024,Radeon RX 6600,199
1/11/2022,Radeon RX 6600,242
1/11/2023,Radeon RX 6600,194
1/11/2024,Radeon RX 6600,197
1/12/2022,Radeon RX 6600,263
1/12/2023,Radeon RX 6600,198
1/12/2024,Radeon RX 6600,198
1/1/2023,Radeon RX 6600 XT,346
1/1/2024,Radeon RX 6600 XT,493
1/2/2023,Radeon RX 6600 XT,321
1/2/2024,Radeon RX 6600 XT,546
1/3/2023,Radeon RX 6600 XT,311
1/3/2024,Radeon RX 6600 XT,449
1/4/2023,Radeon RX 6600 XT,295
1/4/2024,Radeon RX 6600 XT,440
1/5/2023,Radeon RX 6600 XT,268
1/5/2024,Radeon RX 6600 XT,447
1/6/2023,Radeon RX 6600 XT,260
1/6/2024,Radeon RX 6600 XT,443
1/7/2023,Radeon RX 6600 XT,279
1/7/2024,Radeon RX 6600 XT,373
1/8/2023,Radeon RX 6600 XT,311
1/8/2024,Radeon RX 6600 XT,482
1/9/2023,Radeon RX 6600 XT,286
1/9/2024,Radeon RX 6600 XT,499
1/10/2023,Radeon RX 6600 XT,405
1/10/2024,Radeon RX 6600 XT,499
1/11/2022,Radeon RX 6600 XT,347
1/11/2023,Radeon RX 6600 XT,383
1/11/2024,Radeon RX 6600 XT,499
1/12/2022,Radeon RX 6600 XT,352
1/12/2023,Radeon RX 6600 XT,536
1/12/2024,Radeon RX 6600 XT,499
1/1/2023,Radeon RX 6650 XT,313
1/1/2024,Radeon RX 6650 XT,251
1/2/2023,Radeon RX 6650 XT,302
1/2/2024,Radeon RX 6650 XT,234
1/3/2023,Radeon RX 6650 XT,299
1/3/2024,Radeon RX 6650 XT,242
1/4/2023,Radeon RX 6650 XT,300
1/4/2024,Radeon RX 6650 XT,232
1/5/2023,Radeon RX 6650 XT,272
1/5/2024,Radeon RX 6650 XT,224
1/6/2023,Radeon RX 6650 XT,246
1/6/2024,Radeon RX 6650 XT,227
1/7/2023,Radeon RX 6650 XT,254
1/7/2024,Radeon RX 6650 XT,222
1/8/2023,Radeon RX 6650 XT,250
1/8/2024,Radeon RX 6650 XT,209
1/9/2023,Radeon RX 6650 XT,255
1/9/2024,Radeon RX 6650 XT,228
1/10/2023,Radeon RX 6650 XT,232
1/10/2024,Radeon RX 6650 XT,217
1/11/2022,Radeon RX 6650 XT,299
1/11/2023,Radeon RX 6650 XT,227
1/11/2024,Radeon RX 6650 XT,209
1/12/2022,Radeon RX 6650 XT,304
1/12/2023,Radeon RX 6650 XT,246
1/12/2024,Radeon RX 6650 XT,228
1/1/2023,Radeon RX 6700 XT,405
1/1/2024,Radeon RX 6700 XT,381
1/2/2023,Radeon RX 6700 XT,385
1/2/2024,Radeon RX 6700 XT,679
1/3/2023,Radeon RX 6700 XT,373
1/3/2024,Radeon RX 6700 XT,702
1/4/2023,Radeon RX 6700 XT,376
1/4/2024,Radeon RX 6700 XT,577
1/5/2023,Radeon RX 6700 XT,361
1/5/2024,Radeon RX 6700 XT,715
1/6/2023,Radeon RX 6700 XT,354
1/6/2024,Radeon RX 6700 XT,703
1/7/2023,Radeon RX 6700 XT,437
1/7/2024,Radeon RX 6700 XT,771
1/8/2023,Radeon RX 6700 XT,400
1/8/2024,Radeon RX 6700 XT,783
1/9/2023,Radeon RX 6700 XT,340
1/9/2024,Radeon RX 6700 XT,713
1/10/2023,Radeon RX 6700 XT,318
1/10/2024,Radeon RX 6700 XT,758
1/11/2022,Radeon RX 6700 XT,379
1/11/2023,Radeon RX 6700 XT,311
1/11/2024,Radeon RX 6700 XT,765
1/12/2022,Radeon RX 6700 XT,372
1/12/2023,Radeon RX 6700 XT,323
1/12/2024,Radeon RX 6700 XT,771
1/1/2023,Radeon RX 6750 XT,453
1/1/2024,Radeon RX 6750 XT,372
1/2/2023,Radeon RX 6750 XT,441
1/2/2024,Radeon RX 6750 XT,372
1/3/2023,Radeon RX 6750 XT,431
1/3/2024,Radeon RX 6750 XT,342
1/4/2023,Radeon RX 6750 XT,428
1/4/2024,Radeon RX 6750 XT,334
1/5/2023,Radeon RX 6750 XT,405
1/5/2024,Radeon RX 6750 XT,307
1/6/2023,Radeon RX 6750 XT,368
1/6/2024,Radeon RX 6750 XT,301
1/7/2023,Radeon RX 6750 XT,363
1/7/2024,Radeon RX 6750 XT,314
1/8/2023,Radeon RX 6750 XT,466
1/8/2024,Radeon RX 6750 XT,312
1/9/2023,Radeon RX 6750 XT,359
1/9/2024,Radeon RX 6750 XT,298
1/10/2023,Radeon RX 6750 XT,354
1/10/2024,Radeon RX 6750 XT,327
1/11/2022,Radeon RX 6750 XT,518
1/11/2023,Radeon RX 6750 XT,341
1/11/2024,Radeon RX 6750 XT,300
1/12/2022,Radeon RX 6750 XT,469
1/12/2023,Radeon RX 6750 XT,341
1/12/2024,Radeon RX 6750 XT,341
1/1/2023,Radeon RX 6800,536
1/1/2024,Radeon RX 6800,427
1/2/2023,Radeon RX 6800,536
1/2/2024,Radeon RX 6800,412
1/3/2023,Radeon RX 6800,578
1/3/2024,Radeon RX 6800,407
1/4/2023,Radeon RX 6800,572
1/4/2024,Radeon RX 6800,408
1/5/2023,Radeon RX 6800,535
1/5/2024,Radeon RX 6800,366
1/6/2023,Radeon RX 6800,493
1/6/2024,Radeon RX 6800,365
1/7/2023,Radeon RX 6800,528
1/7/2024,Radeon RX 6800,374
1/8/2023,Radeon RX 6800,502
1/8/2024,Radeon RX 6800,382
1/9/2023,Radeon RX 6800,441
1/9/2024,Radeon RX 6800,380
1/10/2023,Radeon RX 6800,412
1/10/2024,Radeon RX 6800,375
1/11/2022,Radeon RX 6800,539
1/11/2023,Radeon RX 6800,455
1/11/2024,Radeon RX 6800,353
1/12/2022,Radeon RX 6800,539
1/12/2023,Radeon RX 6800,416
1/12/2024,Radeon RX 6800,393
1/1/2023,Radeon RX 6800 XT,866
1/1/2024,Radeon RX 6800 XT,556
1/2/2023,Radeon RX 6800 XT,705
1/2/2024,Radeon RX 6800 XT,753
1/3/2023,Radeon RX 6800 XT,659
1/3/2024,Radeon RX 6800 XT,954
1/4/2023,Radeon RX 6800 XT,597
1/4/2024,Radeon RX 6800 XT,764
1/5/2023,Radeon RX 6800 XT,529
1/5/2024,Radeon RX 6800 XT,666
1/6/2023,Radeon RX 6800 XT,527
1/6/2024,Radeon RX 6800 XT,0
1/7/2023,Radeon RX 6800 XT,574
1/7/2024,Radeon RX 6800 XT,818
1/8/2023,Radeon RX 6800 XT,517
1/8/2024,Radeon RX 6800 XT,698
1/9/2023,Radeon RX 6800 XT,524
1/9/2024,Radeon RX 6800 XT,964
1/10/2023,Radeon RX 6800 XT,500
1/10/2024,Radeon RX 6800 XT,777
1/11/2022,Radeon RX 6800 XT,814
1/11/2023,Radeon RX 6800 XT,481
1/11/2024,Radeon RX 6800 XT,661
1/12/2022,Radeon RX 6800 XT,1009
1/12/2023,Radeon RX 6800 XT,519
1/12/2024,Radeon RX 6800 XT,664
1/1/2023,Radeon RX 6900 XT,1003
1/1/2024,Radeon RX 6900 XT,1182
1/2/2023,Radeon RX 6900 XT,942
1/2/2024,Radeon RX 6900 XT,985
1/3/2023,Radeon RX 6900 XT,827
1/3/2024,Radeon RX 6900 XT,1315
1/4/2023,Radeon RX 6900 XT,848
1/4/2024,Radeon RX 6900 XT,1299
1/5/2023,Radeon RX 6900 XT,653
1/5/2024,Radeon RX 6900 XT,1183
1/6/2023,Radeon RX 6900 XT,772
1/6/2024,Radeon RX 6900 XT,1509
1/7/2023,Radeon RX 6900 XT,850
1/7/2024,Radeon RX 6900 XT,979
1/8/2023,Radeon RX 6900 XT,993
1/8/2024,Radeon RX 6900 XT,1014
1/9/2023,Radeon RX 6900 XT,751
1/9/2024,Radeon RX 6900 XT,1509
1/10/2023,Radeon RX 6900 XT,1126
1/10/2024,Radeon RX 6900 XT,1101
1/11/2022,Radeon RX 6900 XT,999
1/11/2023,Radeon RX 6900 XT,1038
1/11/2024,Radeon RX 6900 XT,1509
1/12/2022,Radeon RX 6900 XT,1107
1/12/2023,Radeon RX 6900 XT,935
1/12/2024,Radeon RX 6900 XT,1509
1/1/2024,Radeon RX 7600,267
1/2/2024,Radeon RX 7600,259
1/3/2024,Radeon RX 7600,263
1/4/2024,Radeon RX 7600,265
1/5/2024,Radeon RX 7600,257
1/6/2023,Radeon RX 7600,255
1/6/2024,Radeon RX 7600,246
1/7/2023,Radeon RX 7600,261
1/7/2024,Radeon RX 7600,250
1/8/2023,Radeon RX 7600,266
1/8/2024,Radeon RX 7600,254
1/9/2023,Radeon RX 7600,258
1/9/2024,Radeon RX 7600,249
1/10/2023,Radeon RX 7600,252
1/10/2024,Radeon RX 7600,247
1/11/2023,Radeon RX 7600,253
1/11/2024,Radeon RX 7600,249
1/12/2023,Radeon RX 7600,259
1/12/2024,Radeon RX 7600,257
1/3/2024,Radeon RX 7600 XT,326
1/4/2024,Radeon RX 7600 XT,329
1/5/2024,Radeon RX 7600 XT,320
1/6/2024,Radeon RX 7600 XT,305
1/7/2024,Radeon RX 7600 XT,311
1/8/2024,Radeon RX 7600 XT,314
1/9/2024,Radeon RX 7600 XT,312
1/10/2024,Radeon RX 7600 XT,313
1/11/2024,Radeon RX 7600 XT,306
1/12/2024,Radeon RX 7600 XT,317
1/1/2024,Radeon RX 7700 XT,440
1/2/2024,Radeon RX 7700 XT,446
1/3/2024,Radeon RX 7700 XT,411
1/4/2024,Radeon RX 7700 XT,399
1/5/2024,Radeon RX 7700 XT,396
1/6/2024,Radeon RX 7700 XT,399
1/7/2024,Radeon RX 7700 XT,388
1/8/2024,Radeon RX 7700 XT,388
1/9/2023,Radeon RX 7700 XT,449
1/9/2024,Radeon RX 7700 XT,371
1/10/2023,Radeon RX 7700 XT,441
1/10/2024,Radeon RX 7700 XT,378
1/11/2023,Radeon RX 7700 XT,436
1/11/2024,Radeon RX 7700 XT,385
1/12/2023,Radeon RX 7700 XT,432
1/12/2024,Radeon RX 7700 XT,402
1/1/2024,Radeon RX 7800 XT,508
1/2/2024,Radeon RX 7800 XT,494
1/3/2024,Radeon RX 7800 XT,496
1/4/2024,Radeon RX 7800 XT,504
1/5/2024,Radeon RX 7800 XT,495
1/6/2024,Radeon RX 7800 XT,485
1/7/2024,Radeon RX 7800 XT,493
1/8/2024,Radeon RX 7800 XT,482
1/9/2023,Radeon RX 7800 XT,530
1/9/2024,Radeon RX 7800 XT,481
1/10/2023,Radeon RX 7800 XT,513
1/10/2024,Radeon RX 7800 XT,484
1/11/2023,Radeon RX 7800 XT,501
1/11/2024,Radeon RX 7800 XT,470
1/12/2023,Radeon RX 7800 XT,521
1/12/2024,Radeon RX 7800 XT,481
1/3/2024,Radeon RX 7900 GRE,563
1/4/2024,Radeon RX 7900 GRE,549
1/5/2024,Radeon RX 7900 GRE,543
1/6/2024,Radeon RX 7900 GRE,536
1/7/2024,Radeon RX 7900 GRE,540
1/8/2024,Radeon RX 7900 GRE,539
1/9/2024,Radeon RX 7900 GRE,541
1/10/2024,Radeon RX 7900 GRE,542
1/11/2024,Radeon RX 7900 GRE,543
1/12/2024,Radeon RX 7900 GRE,549
1/1/2023,Radeon RX 7900 XT,947
1/1/2024,Radeon RX 7900 XT,765
1/2/2023,Radeon RX 7900 XT,927
1/2/2024,Radeon RX 7900 XT,733
1/3/2023,Radeon RX 7900 XT,900
1/3/2024,Radeon RX 7900 XT,701
1/4/2023,Radeon RX 7900 XT,876
1/4/2024,Radeon RX 7900 XT,699
1/5/2023,Radeon RX 7900 XT,813
1/5/2024,Radeon RX 7900 XT,697
1/6/2023,Radeon RX 7900 XT,804
1/6/2024,Radeon RX 7900 XT,700
1/7/2023,Radeon RX 7900 XT,826
1/7/2024,Radeon RX 7900 XT,696
1/8/2023,Radeon RX 7900 XT,861
1/8/2024,Radeon RX 7900 XT,692
1/9/2023,Radeon RX 7900 XT,805
1/9/2024,Radeon RX 7900 XT,686
1/10/2023,Radeon RX 7900 XT,772
1/10/2024,Radeon RX 7900 XT,659
1/11/2023,Radeon RX 7900 XT,778
1/11/2024,Radeon RX 7900 XT,662
1/12/2023,Radeon RX 7900 XT,795
1/12/2024,Radeon RX 7900 XT,686
1/1/2023,Radeon RX 7900 XTX,1279
1/1/2024,Radeon RX 7900 XTX,959
1/2/2023,Radeon RX 7900 XTX,1265
1/2/2024,Radeon RX 7900 XTX,932
1/3/2023,Radeon RX 7900 XTX,1188
1/3/2024,Radeon RX 7900 XTX,928
1/4/2023,Radeon RX 7900 XTX,1039
1/4/2024,Radeon RX 7900 XTX,919
1/5/2023,Radeon RX 7900 XTX,1012
1/5/2024,Radeon RX 7900 XTX,913
1/6/2023,Radeon RX 7900 XTX,1002
1/6/2024,Radeon RX 7900 XTX,911
1/7/2023,Radeon RX 7900 XTX,1025
1/7/2024,Radeon RX 7900 XTX,901
1/8/2023,Radeon RX 7900 XTX,1046
1/8/2024,Radeon RX 7900 XTX,917
1/9/2023,Radeon RX 7900 XTX,1003
1/9/2024,Radeon RX 7900 XTX,865
1/10/2023,Radeon RX 7900 XTX,931
1/10/2024,Radeon RX 7900 XTX,869
1/11/2023,Radeon RX 7900 XTX,946
1/11/2024,Radeon RX 7900 XTX,868
1/12/2023,Radeon RX 7900 XTX,961
1/12/2024,Radeon RX 7900 XTX,894
